customer_id,tenure,monthly_charges,total_charges,contract,payment_method,support_calls,is_senior,churn
12980,1,38.84,63.34,One year,Bank Transfer,1,0,0
12981,16,64.38,994.84,Month-to-month,Mailed Check,1,0,0
12982,11,100.52,1125.0,Month-to-month,Bank Transfer,1,0,0
12983,22,57.03,1300.88,Month-to-month,Bank Transfer,1,0,0
12984,5,111.46,516.04,One year,Bank Transfer,1,0,0
12985,2,100.38,227.09,Two year,eCheck,1,0,0
12986,45,33.23,1485.98,Month-to-month,Credit Card,0,0,0
12987,47,73.32,3461.9,One year,Bank Transfer,2,0,0
12988,43,107.06,4658.22,One year,eCheck,2,0,0
12989,11,113.46,1231.57,Month-to-month,Mailed Check,2,0,0
12990,19,31.36,608.35,One year,Bank Transfer,1,0,0
12991,52,30.23,1642.13,Month-to-month,Mailed Check,0,0,0
12992,59,69.17,4122.7,One year,Mailed Check,0,0,0
12993,31,71.84,2258.68,Month-to-month,Bank Transfer,1,0,0
12994,41,45.55,1906.07,One year,Mailed Check,1,0,0
12995,40,110.11,4396.59,Month-to-month,Mailed Check,0,0,0
12996,54,42.37,2291.18,Two year,Bank Transfer,2,0,0
12997,24,90.07,2162.88,Month-to-month,Mailed Check,1,0,0
12998,58,95.47,5661.02,Month-to-month,Bank Transfer,1,0,0
12999,46,23.01,1059.32,Month-to-month,Credit Card,1,0,0
13000,21,24.95,559.49,Month-to-month,eCheck,0,0,0
13001,33,81.16,2686.9,Month-to-month,Credit Card,1,0,0
13002,47,31.0,1427.22,One year,Bank Transfer,4,0,0
13003,34,37.51,1156.64,One year,Bank Transfer,1,0,0
13004,29,105.74,2982.89,Month-to-month,Mailed Check,1,0,0
13005,36,65.96,2430.96,One year,Mailed Check,1,0,0
13006,57,58.73,3339.24,Month-to-month,Bank Transfer,0,0,0
13007,7,113.0,697.97,Two year,Credit Card,0,0,0
13008,1,64.14,63.1,Month-to-month,Mailed Check,0,0,0
13009,51,40.94,2073.91,One year,Bank Transfer,0,0,0
13010,11,63.35,665.54,Month-to-month,Credit Card,2,0,0
13011,54,68.82,3713.68,Month-to-month,Bank Transfer,1,0,0
13012,5,101.71,495.02,Month-to-month,Bank Transfer,0,0,0
13013,13,102.76,1312.39,Month-to-month,Mailed Check,0,0,0
13014,37,40.22,1553.09,Month-to-month,Credit Card,2,0,0
13015,40,63.76,2580.19,Month-to-month,Credit Card,1,0,0
13016,5,114.08,575.99,Two year,Credit Card,1,0,0
13017,34,40.72,1493.84,Month-to-month,Mailed Check,2,0,0
13018,19,39.98,818.35,Two year,eCheck,3,0,0
13019,8,61.45,484.23,Month-to-month,Mailed Check,2,0,0
13020,13,111.9,1335.14,Month-to-month,eCheck,0,0,0
13021,9,51.88,515.58,Month-to-month,Credit Card,3,0,1
13022,48,74.47,3513.79,One year,Mailed Check,3,0,0
13023,13,42.27,559.85,Month-to-month,Mailed Check,0,0,0
13024,45,34.67,1517.82,Month-to-month,eCheck,2,0,0
13025,23,52.68,1219.74,Month-to-month,Credit Card,0,0,0
13026,22,65.65,1424.74,Month-to-month,Credit Card,0,0,0
13027,46,94.94,4342.44,One year,Credit Card,1,0,0
13028,44,62.39,2751.86,One year,eCheck,1,0,0
13029,4,99.14,418.17,One year,Mailed Check,1,0,0
13030,39,112.07,4390.12,Month-to-month,eCheck,2,0,0
13031,32,29.37,1012.15,One year,Credit Card,2,0,0
13032,1,90.34,121.56,Two year,Bank Transfer,1,0,0
13033,14,46.25,707.67,Month-to-month,Mailed Check,1,1,0
13034,23,57.18,1285.28,One year,eCheck,3,0,0
13035,30,29.21,880.6,Two year,Bank Transfer,0,0,0
13036,1,79.95,-25.42,One year,Credit Card,4,0,0
13037,42,105.58,4352.74,Month-to-month,Mailed Check,2,0,0
13038,55,52.3,2846.59,Two year,Mailed Check,5,0,0
13039,11,90.19,1052.78,Month-to-month,Credit Card,0,0,0
13040,54,101.38,5504.77,Two year,Mailed Check,2,1,0
13041,32,62.52,2037.52,Month-to-month,Credit Card,3,0,1
13042,26,48.87,1236.37,Month-to-month,eCheck,3,1,1
13043,42,33.17,1488.37,Month-to-month,eCheck,0,0,0
13044,11,112.68,1198.01,Month-to-month,eCheck,1,0,0
13045,18,51.84,968.47,One year,eCheck,4,0,0
13046,13,87.04,1087.95,Month-to-month,eCheck,1,0,0
13047,14,68.23,989.08,Two year,eCheck,1,0,0
13048,46,104.43,4823.01,Two year,Mailed Check,0,0,0
13049,14,52.81,722.07,One year,Bank Transfer,0,0,0
13050,18,104.58,1894.62,Month-to-month,Credit Card,0,0,0
13051,5,111.18,613.05,Month-to-month,Mailed Check,0,0,0
13052,10,104.17,1093.7,One year,Bank Transfer,0,0,0
13053,38,52.61,2045.8,Two year,Mailed Check,1,0,0
13054,38,50.12,1948.87,Two year,Credit Card,0,0,0
13055,14,62.75,937.64,Month-to-month,Mailed Check,0,0,0
13056,33,98.39,3199.06,Month-to-month,Mailed Check,0,0,1
13057,25,85.12,2174.65,Month-to-month,Bank Transfer,0,0,0
13058,22,45.4,1013.55,Month-to-month,Bank Transfer,0,1,0
13059,46,66.64,3104.21,One year,Bank Transfer,1,0,0
13060,41,43.77,1734.39,Month-to-month,Credit Card,0,0,0
13061,4,101.09,474.15,One year,Mailed Check,1,0,0
13062,18,106.74,1982.73,Month-to-month,Credit Card,0,1,1
13063,30,54.41,1647.06,Month-to-month,Bank Transfer,0,0,0
13064,11,115.41,1214.71,Month-to-month,Bank Transfer,3,0,1
13065,10,70.84,648.77,Month-to-month,Mailed Check,0,0,0
13066,32,59.68,1863.07,One year,Mailed Check,1,0,0
13067,39,23.72,930.74,One year,Bank Transfer,2,0,0
13068,47,53.35,2525.16,One year,Credit Card,1,1,0
13069,58,105.51,6119.79,Month-to-month,Bank Transfer,1,0,0
13070,56,91.9,5165.24,One year,Bank Transfer,1,0,0
13071,26,112.87,3059.09,Month-to-month,Mailed Check,1,0,0
13072,40,23.07,1012.29,Month-to-month,eCheck,1,0,0
13073,8,99.02,775.53,Two year,Bank Transfer,0,0,0
13074,57,73.39,4253.74,Month-to-month,Bank Transfer,1,1,0
13075,57,114.36,6545.07,One year,Mailed Check,2,0,0
13076,11,95.52,1097.74,Month-to-month,Credit Card,0,0,0
13077,18,71.74,1336.91,One year,Bank Transfer,1,0,0
13078,18,85.41,1560.15,Month-to-month,Mailed Check,1,0,0
13079,17,116.25,1980.28,Month-to-month,Credit Card,0,0,0
13080,13,28.66,366.54,Month-to-month,Mailed Check,2,0,0
13081,34,40.5,1297.59,Month-to-month,Bank Transfer,1,0,0
13082,14,61.36,885.63,One year,Mailed Check,0,1,0
13083,23,50.5,1116.31,Month-to-month,eCheck,1,0,0
13084,40,75.71,3049.91,Two year,Mailed Check,1,0,0
13085,1,80.14,67.24,Month-to-month,eCheck,0,0,0
13086,23,87.82,1980.58,Two year,Mailed Check,2,0,0
13087,46,20.98,968.84,Month-to-month,eCheck,2,0,0
13088,2,106.68,211.43,Two year,eCheck,1,0,0
13089,45,39.13,1629.84,One year,Bank Transfer,3,0,0
13090,2,28.78,32.6,Month-to-month,eCheck,5,1,1
13091,49,101.04,4973.53,Month-to-month,Credit Card,1,0,0
13092,27,42.22,1147.41,Month-to-month,Mailed Check,2,0,0
13093,42,47.19,1915.86,Two year,Mailed Check,1,0,0
13094,32,51.79,1671.62,Month-to-month,Mailed Check,0,0,0
13095,45,42.56,1864.47,Month-to-month,Mailed Check,2,0,0
13096,49,88.58,4331.52,Month-to-month,Credit Card,2,0,1
13097,4,37.9,158.28,Month-to-month,Mailed Check,3,0,1
13098,53,107.19,5695.82,One year,eCheck,1,0,0
13099,13,74.81,899.78,One year,Mailed Check,3,0,0
13100,8,97.17,760.88,Two year,Bank Transfer,2,0,0
13101,15,111.04,1588.06,One year,Mailed Check,4,0,0
13102,48,111.18,5301.89,One year,Credit Card,1,0,0
13103,32,81.06,2542.91,Month-to-month,eCheck,1,0,0
13104,59,90.67,5353.34,Month-to-month,Mailed Check,0,0,1
13105,40,45.65,1882.47,Month-to-month,Bank Transfer,1,0,0
13106,8,53.66,538.14,One year,Mailed Check,0,1,0
13107,2,69.9,212.52,Month-to-month,Bank Transfer,1,0,0
13108,26,54.38,1386.45,Month-to-month,Mailed Check,0,0,0
13109,14,68.36,935.77,Month-to-month,Mailed Check,0,0,0
13110,1,64.65,128.11,Month-to-month,Credit Card,1,0,0
13111,29,67.41,2026.71,Two year,eCheck,1,0,0
13112,52,60.51,3127.93,One year,Bank Transfer,2,0,0
13113,6,40.44,213.24,Month-to-month,Credit Card,4,0,1
13114,40,90.9,3670.21,One year,Credit Card,1,0,0
13115,25,42.45,1021.11,Month-to-month,eCheck,0,0,0
13116,9,37.3,304.71,Month-to-month,Mailed Check,3,0,0
13117,23,42.83,971.95,One year,Mailed Check,0,0,0
13118,49,73.83,3597.78,One year,Mailed Check,0,0,0
13119,44,23.0,966.71,One year,Bank Transfer,2,0,0
13120,41,86.0,3545.33,One year,Mailed Check,1,0,0
13121,22,50.43,1129.89,Month-to-month,Mailed Check,0,0,0
13122,11,49.48,512.21,One year,Credit Card,3,0,0
13123,47,86.06,4048.39,Two year,eCheck,1,0,0
13124,28,97.79,2650.79,One year,eCheck,0,0,0
13125,13,33.44,502.1,Month-to-month,Credit Card,0,0,0
13126,20,85.12,1668.12,Month-to-month,eCheck,2,0,1
13127,2,21.42,42.82,Month-to-month,eCheck,1,0,0
13128,50,119.27,5948.51,Two year,Mailed Check,0,0,0
13129,56,41.08,2313.74,Month-to-month,eCheck,3,0,0
13130,5,61.4,316.44,Two year,Mailed Check,0,0,0
13131,37,64.31,2356.73,Month-to-month,Bank Transfer,0,0,0
13132,32,50.55,1604.98,Month-to-month,Mailed Check,2,0,0
13133,26,104.68,2786.9,Month-to-month,Mailed Check,2,0,0
13134,9,119.38,1086.02,One year,Bank Transfer,1,0,0
13135,4,37.04,205.96,One year,Credit Card,2,0,0
13136,12,31.69,314.43,Month-to-month,Mailed Check,3,0,1
13137,51,44.01,2337.51,Month-to-month,Mailed Check,1,0,0
13138,1,56.87,77.98,Two year,eCheck,0,0,0
13139,42,20.03,837.74,Month-to-month,Credit Card,0,0,0
13140,1,56.76,6.09,Month-to-month,Mailed Check,1,0,0
13141,22,77.38,1710.15,Month-to-month,Credit Card,0,0,0
13142,33,38.54,1299.3,One year,eCheck,0,0,0
13143,11,47.51,490.81,One year,Mailed Check,1,0,0
13144,48,62.74,3078.26,One year,eCheck,1,0,0
13145,15,64.36,953.5,One year,Mailed Check,0,0,0
13146,29,76.15,2223.22,Month-to-month,Mailed Check,1,0,0
13147,51,33.06,1760.43,Month-to-month,Bank Transfer,2,0,0
13148,45,74.91,3255.64,Month-to-month,eCheck,1,0,0
13149,45,89.26,4020.9,One year,Credit Card,0,0,0
13150,8,119.96,925.07,Month-to-month,eCheck,0,0,0
13151,42,70.01,2968.19,Month-to-month,Credit Card,0,0,0
13152,31,115.61,3541.68,One year,Credit Card,1,0,0
13153,30,64.12,1973.12,Month-to-month,Credit Card,0,0,0
13154,15,109.37,1633.91,Month-to-month,Credit Card,1,0,0
13155,53,92.53,4876.68,Month-to-month,Credit Card,1,0,0
13156,22,56.4,1333.02,One year,Mailed Check,1,0,0
13157,8,25.64,150.04,Month-to-month,eCheck,3,0,1
13158,41,49.63,2038.26,Two year,Mailed Check,0,0,0
13159,14,29.49,340.41,One year,eCheck,1,0,0
13160,4,58.63,155.13,Month-to-month,eCheck,1,0,0
13161,35,95.37,3230.43,One year,eCheck,0,0,0
13162,43,74.41,3253.56,Month-to-month,Mailed Check,0,0,0
13163,55,74.66,4084.43,Month-to-month,Bank Transfer,1,0,0
13164,51,99.42,5040.52,One year,Credit Card,0,0,0
13165,33,101.36,3325.93,Month-to-month,Mailed Check,0,1,1
13166,45,96.59,4300.47,Month-to-month,Bank Transfer,1,0,0
13167,18,93.87,1689.73,Month-to-month,eCheck,0,0,0
13168,26,58.06,1502.46,One year,Bank Transfer,1,0,0
13169,3,49.78,165.11,One year,Credit Card,1,0,0
13170,52,71.9,3747.02,Two year,eCheck,0,0,0
13171,43,38.31,1608.37,Month-to-month,Mailed Check,3,0,1
13172,52,26.9,1414.54,Month-to-month,eCheck,0,0,0
13173,17,38.1,665.92,Month-to-month,Bank Transfer,0,0,0
13174,24,87.54,2056.44,Month-to-month,Mailed Check,0,0,0
13175,42,112.2,4632.82,Month-to-month,Bank Transfer,0,0,0
13176,49,85.89,4257.45,Month-to-month,Bank Transfer,3,0,1
13177,39,91.98,3622.76,Month-to-month,Credit Card,1,0,0
13178,28,27.67,757.97,Month-to-month,Bank Transfer,0,0,0
13179,24,55.24,1278.14,One year,Credit Card,1,1,0
13180,3,82.94,327.6,Month-to-month,Credit Card,3,1,1
13181,22,68.1,1532.84,One year,eCheck,2,1,0
13182,24,51.16,1170.27,Two year,Mailed Check,1,0,0
13183,53,113.33,6059.2,Month-to-month,Credit Card,1,0,0
13184,5,43.73,94.22,Month-to-month,Bank Transfer,1,0,0
13185,50,87.72,4424.51,One year,Mailed Check,0,0,0
13186,54,67.18,3669.89,Month-to-month,Bank Transfer,1,0,0
13187,29,116.76,3393.61,Two year,Credit Card,2,0,0
13188,57,20.2,1084.42,One year,Bank Transfer,2,0,0
13189,37,86.92,3172.16,Month-to-month,Credit Card,0,0,0
13190,51,104.64,5323.6,Month-to-month,Credit Card,1,0,0
13191,7,97.65,667.13,Month-to-month,Bank Transfer,0,0,1
13192,21,23.15,411.28,Month-to-month,Mailed Check,0,0,0
13193,10,52.1,494.12,Month-to-month,eCheck,1,0,0
13194,57,68.4,3890.89,Month-to-month,Credit Card,1,0,0
13195,59,61.82,3635.78,One year,Mailed Check,1,0,0
13196,6,41.92,220.94,Month-to-month,Credit Card,1,0,0
13197,37,24.17,965.33,Month-to-month,Credit Card,2,0,0
13198,17,79.01,1377.44,Two year,eCheck,1,0,0
13199,58,115.49,6649.4,Month-to-month,Mailed Check,0,0,1
13200,48,71.79,3418.22,Month-to-month,eCheck,1,0,0
13201,24,48.4,1123.31,Month-to-month,Credit Card,2,0,0
13202,31,36.46,1056.25,One year,Credit Card,2,0,0
13203,12,114.56,1274.56,Month-to-month,Mailed Check,1,0,0
13204,6,109.07,598.89,Two year,eCheck,3,0,0
13205,44,28.41,1302.27,Month-to-month,Mailed Check,1,1,0
13206,26,102.4,2679.85,Month-to-month,Bank Transfer,1,0,0
13207,10,90.07,985.7,Month-to-month,eCheck,0,0,0
13208,4,50.98,254.46,One year,Mailed Check,1,0,0
13209,47,73.57,3514.56,Month-to-month,Credit Card,2,0,0
13210,59,55.1,3134.74,Month-to-month,Credit Card,2,0,0
13211,8,56.25,462.63,Month-to-month,Mailed Check,1,0,0
13212,43,74.36,3245.32,One year,Credit Card,1,0,0
13213,15,101.1,1545.29,Month-to-month,Mailed Check,1,1,1
13214,8,51.72,421.31,Two year,Credit Card,2,0,0
13215,6,31.99,149.04,Month-to-month,Bank Transfer,1,0,0
13216,38,109.88,4139.62,One year,Credit Card,2,0,0
13217,1,50.56,158.82,Month-to-month,Bank Transfer,1,0,0
13218,57,41.25,2455.93,One year,Bank Transfer,4,0,0
13219,33,104.17,3435.63,One year,eCheck,3,1,0
13220,59,65.98,3808.55,Month-to-month,Mailed Check,4,1,1
13221,11,103.9,1072.88,One year,Credit Card,2,0,0
13222,14,118.85,1641.29,Month-to-month,Mailed Check,0,0,1
13223,44,36.54,1579.7,Two year,eCheck,0,0,0
13224,52,92.01,4714.45,Month-to-month,Credit Card,0,0,0
13225,43,58.87,2468.96,Month-to-month,Credit Card,2,0,0
13226,48,59.79,2833.65,One year,Credit Card,0,0,0
13227,29,56.56,1549.76,Month-to-month,Bank Transfer,0,0,0
13228,49,71.35,3589.88,Two year,Credit Card,1,0,0
13229,53,94.1,4975.19,Month-to-month,Credit Card,1,0,0
13230,43,35.71,1653.98,Two year,Bank Transfer,1,0,0
13231,3,60.25,145.81,Two year,eCheck,3,0,0
13232,33,40.57,1386.09,Month-to-month,Mailed Check,1,0,0
13233,13,34.23,465.02,One year,Credit Card,0,0,0
13234,7,26.72,153.53,Month-to-month,Bank Transfer,0,0,0
13235,54,112.07,6019.39,One year,Bank Transfer,1,0,0
13236,34,55.26,1848.88,Month-to-month,eCheck,1,0,0
13237,7,69.1,487.48,One year,Credit Card,1,0,0
13238,48,40.75,1931.0,Month-to-month,eCheck,2,0,0
13239,48,66.65,3221.24,Month-to-month,Mailed Check,3,0,1
13240,53,20.48,1046.76,One year,Bank Transfer,1,0,0
13241,40,75.31,2978.66,Month-to-month,Bank Transfer,1,0,0
13242,52,47.06,2530.61,Month-to-month,Bank Transfer,2,0,0
13243,15,60.86,910.37,Month-to-month,Mailed Check,1,0,0
13244,16,31.85,559.27,One year,Credit Card,1,0,0
13245,37,92.25,3474.88,Month-to-month,eCheck,0,0,0
13246,55,24.13,1288.97,One year,eCheck,0,0,0
13247,25,25.32,691.39,Month-to-month,Bank Transfer,1,1,0
13248,14,107.27,1512.12,Month-to-month,Mailed Check,0,0,0
13249,7,85.25,561.33,One year,Bank Transfer,0,0,0
13250,41,61.95,2532.92,One year,Credit Card,0,0,0
13251,18,87.89,1634.45,Month-to-month,Mailed Check,1,0,0
13252,46,69.49,3266.94,Month-to-month,Credit Card,0,0,0
13253,20,50.38,1038.29,One year,eCheck,2,1,0
13254,26,32.86,901.72,One year,Credit Card,2,0,0
13255,56,60.17,3384.99,Month-to-month,eCheck,2,0,0
13256,59,98.01,5786.92,Month-to-month,Credit Card,0,0,0
13257,35,31.71,1128.56,Month-to-month,Credit Card,2,0,0
13258,11,26.24,185.22,One year,eCheck,3,0,0
13259,30,105.31,3077.76,Month-to-month,Mailed Check,0,0,0
13260,31,81.23,2509.08,Month-to-month,eCheck,3,0,1
13261,9,35.47,288.01,One year,eCheck,1,0,0
13262,23,48.88,1123.52,Month-to-month,eCheck,3,0,0
13263,19,106.73,2031.14,Two year,Mailed Check,1,0,0
13264,26,55.55,1516.41,Month-to-month,eCheck,0,0,0
13265,50,103.14,5149.45,Month-to-month,Mailed Check,1,0,1
13266,48,79.0,3863.27,One year,Credit Card,2,0,0
13267,20,32.53,616.14,Month-to-month,Bank Transfer,2,0,0
13268,49,46.21,2285.47,Month-to-month,Bank Transfer,1,0,0
13269,54,59.77,3165.16,One year,Bank Transfer,2,0,0
13270,1,38.83,19.58,One year,Bank Transfer,3,0,0
13271,37,110.17,4098.26,One year,eCheck,1,0,0
13272,47,104.59,4884.54,Month-to-month,eCheck,3,0,1
13273,43,99.51,4237.95,Month-to-month,Bank Transfer,4,0,1
13274,32,114.17,3706.11,Two year,Mailed Check,0,0,0
13275,6,56.52,338.34,Month-to-month,Mailed Check,1,0,0
13276,48,28.4,1350.28,Two year,Bank Transfer,1,1,0
13277,1,108.13,70.97,One year,Mailed Check,2,0,0
13278,24,102.5,2409.04,Month-to-month,eCheck,3,0,1
13279,58,50.17,2942.6,One year,Mailed Check,3,0,0
13280,58,44.71,2609.75,Month-to-month,Mailed Check,1,0,0
13281,41,105.8,4325.1,Month-to-month,Credit Card,0,0,0
13282,10,52.65,542.78,Month-to-month,eCheck,1,0,0
13283,4,34.34,65.43,Month-to-month,Mailed Check,2,0,0
13284,59,46.93,2758.23,One year,eCheck,1,0,0
13285,48,92.14,4483.3,Month-to-month,eCheck,0,0,1
13286,39,86.43,3409.43,Month-to-month,Credit Card,1,0,0
13287,37,38.98,1476.71,Month-to-month,Mailed Check,1,0,0
13288,8,35.41,288.28,Month-to-month,eCheck,1,0,0
13289,59,63.43,3744.98,Two year,Mailed Check,3,0,0
13290,5,62.42,392.78,One year,Credit Card,4,0,0
13291,54,24.3,1352.15,One year,Credit Card,2,0,0
13292,42,29.35,1285.01,Two year,Mailed Check,3,0,0
13293,4,102.75,322.82,One year,Credit Card,0,0,0
13294,47,66.11,3174.12,Month-to-month,Bank Transfer,0,1,0
13295,51,20.14,973.49,One year,Bank Transfer,1,0,0
13296,23,97.58,2265.53,Month-to-month,Mailed Check,1,0,1
13297,55,77.9,4210.83,Two year,Mailed Check,3,0,0
13298,35,89.09,3141.13,Month-to-month,Credit Card,0,0,0
13299,7,95.19,667.74,One year,Mailed Check,2,0,0
13300,2,33.95,-21.36,Month-to-month,Bank Transfer,2,1,0
13301,15,66.9,996.83,Month-to-month,eCheck,1,0,0
13302,4,43.36,215.52,Month-to-month,Credit Card,0,0,0
13303,53,67.51,3587.35,Month-to-month,Mailed Check,1,0,0
13304,23,37.02,841.24,Month-to-month,Bank Transfer,2,0,0
13305,12,109.26,1319.74,Month-to-month,eCheck,0,0,0
13306,25,103.15,2569.35,Month-to-month,Mailed Check,2,0,0
13307,22,79.21,1776.32,Month-to-month,Bank Transfer,0,0,0
13308,30,75.91,2308.58,Month-to-month,eCheck,2,1,0
13309,51,115.48,5833.39,Month-to-month,eCheck,1,0,0
13310,24,87.58,2136.8,Month-to-month,Mailed Check,1,0,0
13311,10,62.07,631.53,Month-to-month,Credit Card,1,0,0
13312,47,51.51,2392.5,One year,Credit Card,1,0,0
13313,58,83.65,4836.63,One year,Bank Transfer,1,0,0
13314,2,88.25,171.33,Month-to-month,eCheck,0,0,0
13315,8,102.24,795.65,Month-to-month,Credit Card,1,0,0
13316,33,116.35,3941.93,Two year,Bank Transfer,0,0,0
13317,52,88.24,4594.59,Month-to-month,Bank Transfer,2,0,0
13318,40,108.26,4288.72,Two year,Credit Card,0,0,0
13319,3,64.05,206.64,Month-to-month,Credit Card,1,0,0
13320,15,95.99,1433.6,Month-to-month,Bank Transfer,2,0,0
13321,43,29.21,1204.47,One year,Credit Card,1,0,0
13322,54,101.55,5431.14,Month-to-month,Mailed Check,1,0,0
13323,9,31.11,263.67,Month-to-month,Credit Card,0,1,0
13324,57,35.12,2024.51,Two year,Mailed Check,3,0,0
13325,10,77.77,737.42,Month-to-month,Mailed Check,4,0,1
13326,20,69.17,1431.38,Month-to-month,Mailed Check,1,0,0
13327,1,83.34,109.34,One year,eCheck,0,0,0
13328,20,33.78,634.86,Month-to-month,Mailed Check,0,0,0
13329,19,97.44,1796.76,Two year,Credit Card,0,0,0
13330,16,60.75,1027.83,Month-to-month,Credit Card,1,0,0
13331,11,97.55,1133.43,One year,eCheck,1,0,0
13332,11,115.45,1263.54,Month-to-month,Credit Card,1,0,0
13333,5,34.31,170.85,Month-to-month,Bank Transfer,0,0,0
13334,26,40.81,1065.97,Two year,eCheck,3,0,0
13335,39,106.68,4200.56,Month-to-month,Mailed Check,1,0,1
13336,7,48.97,320.79,Two year,eCheck,0,0,0
13337,9,53.75,545.29,Month-to-month,Credit Card,1,0,0
13338,8,58.67,324.44,Two year,eCheck,1,0,0
13339,15,27.65,459.92,Two year,Bank Transfer,2,1,0
13340,26,49.72,1247.09,One year,Credit Card,3,0,0
13341,33,37.94,1197.14,Month-to-month,Bank Transfer,2,0,0
13342,37,102.06,3792.69,Month-to-month,eCheck,0,0,0
13343,5,81.49,385.9,One year,eCheck,0,0,0
13344,13,27.73,336.15,Two year,Bank Transfer,1,0,0
13345,20,106.96,2077.91,Month-to-month,Bank Transfer,2,0,0
13346,22,83.32,1858.85,Two year,Bank Transfer,3,0,0
13347,45,49.89,2305.0,One year,Mailed Check,1,0,0
13348,49,69.68,3391.08,One year,Credit Card,1,0,0
13349,36,112.59,4100.08,Month-to-month,eCheck,3,0,1
13350,22,23.74,566.34,Month-to-month,Credit Card,1,0,0
13351,52,44.0,2270.23,Month-to-month,eCheck,0,0,0
13352,21,27.7,467.22,One year,Credit Card,0,0,0
13353,42,113.15,4773.18,Two year,Mailed Check,1,0,0
13354,6,50.84,392.71,One year,Bank Transfer,2,0,0
13355,46,104.87,4801.19,Two year,Bank Transfer,1,0,0
13356,34,57.09,1891.2,One year,Bank Transfer,1,0,0
13357,45,100.15,4535.4,One year,Bank Transfer,4,1,1
13358,6,61.09,324.33,Month-to-month,Credit Card,0,0,0
13359,6,63.05,371.33,Month-to-month,Credit Card,1,0,0
13360,48,66.58,3189.0,Two year,eCheck,1,0,0
13361,31,75.28,2382.81,Month-to-month,Credit Card,0,0,0
13362,1,67.97,13.99,One year,Bank Transfer,0,0,0
13363,11,45.94,527.83,Month-to-month,Mailed Check,0,0,0
13364,23,28.49,630.13,Month-to-month,eCheck,1,0,0
13365,5,26.18,85.76,Month-to-month,Credit Card,4,0,1
13366,31,85.24,2679.37,One year,Bank Transfer,1,0,0
13367,55,109.2,6035.29,Month-to-month,Bank Transfer,0,0,0
13368,34,108.51,3775.27,One year,Mailed Check,0,0,0
13369,47,79.53,3708.06,Two year,eCheck,1,0,0
13370,59,118.68,7055.55,Month-to-month,Mailed Check,2,0,0
13371,8,76.74,672.4,Two year,Bank Transfer,1,0,0
13372,26,81.95,2147.78,One year,Mailed Check,2,1,0
13373,50,113.05,5633.92,One year,Bank Transfer,3,0,0
13374,33,83.22,2792.28,Month-to-month,eCheck,1,0,0
13375,22,39.67,846.82,Two year,Mailed Check,3,0,0
13376,56,83.79,4716.99,One year,Bank Transfer,0,0,0
13377,18,51.14,935.44,Month-to-month,eCheck,2,0,0
13378,33,97.77,3194.95,One year,eCheck,1,0,0
13379,3,74.18,171.94,One year,Mailed Check,1,0,0
13380,55,113.69,6198.43,One year,Credit Card,1,0,0
13381,12,92.57,1134.65,One year,Bank Transfer,1,0,0
13382,56,83.95,4697.99,Month-to-month,Mailed Check,1,0,1
13383,35,34.51,1198.11,One year,eCheck,0,0,0
13384,16,118.63,1938.21,Month-to-month,Bank Transfer,1,0,0
13385,50,38.44,1911.91,Month-to-month,Bank Transfer,1,0,0
13386,55,99.68,5387.03,Month-to-month,Credit Card,1,0,0
13387,32,105.91,3362.79,Month-to-month,Credit Card,2,0,0
13388,22,42.41,891.57,Two year,eCheck,1,1,0
13389,18,27.77,504.28,One year,Mailed Check,2,1,0
13390,56,27.3,1544.15,One year,Mailed Check,0,0,0
13391,17,39.47,730.5,One year,Credit Card,0,0,0
13392,48,37.2,1818.17,Two year,Bank Transfer,3,0,0
13393,38,34.9,1329.27,Two year,Bank Transfer,1,0,0
13394,21,112.93,2423.71,Month-to-month,Credit Card,0,0,0
13395,11,26.62,252.4,Month-to-month,eCheck,3,0,1
13396,49,50.98,2573.05,One year,eCheck,0,0,0
13397,11,36.78,482.18,Two year,Bank Transfer,1,0,0
13398,7,99.39,638.06,Month-to-month,Bank Transfer,1,0,0
13399,2,27.4,66.69,Month-to-month,Bank Transfer,2,0,0
13400,47,71.46,3353.57,One year,Credit Card,4,0,0
13401,50,77.31,3848.92,Two year,Credit Card,0,1,0
13402,20,52.01,981.33,Month-to-month,Mailed Check,0,0,0
13403,25,50.27,1298.81,One year,eCheck,2,0,0
13404,23,101.86,2387.36,Month-to-month,Mailed Check,1,0,0
13405,24,83.57,2039.6,Month-to-month,Bank Transfer,0,1,0
13406,46,110.72,5153.96,Month-to-month,Mailed Check,1,0,1
13407,53,20.01,1036.7,Month-to-month,Bank Transfer,1,0,0
13408,6,24.78,113.24,Month-to-month,Mailed Check,2,1,0
13409,39,25.34,888.25,One year,Credit Card,2,0,0
13410,16,107.1,1679.09,Month-to-month,Bank Transfer,1,0,0
13411,32,86.92,2773.82,Month-to-month,Bank Transfer,5,0,1
13412,20,51.49,969.64,Month-to-month,Bank Transfer,0,0,0
13413,4,69.02,353.95,One year,Credit Card,1,0,0
13414,13,52.75,703.7,One year,Credit Card,3,0,0
13415,48,42.22,2026.57,Two year,Bank Transfer,2,0,0
13416,13,85.71,1178.0,One year,Credit Card,0,0,0
13417,5,60.43,290.06,Month-to-month,Credit Card,0,0,0
13418,44,92.84,4105.22,One year,Credit Card,2,0,0
13419,49,63.07,3113.98,Month-to-month,Mailed Check,0,0,0
13420,44,103.73,4576.88,Month-to-month,Mailed Check,1,0,0
